Job ID,Job Title,Company Name,Footer Placeholder Label,Tags and Skills,Experience,Salary,Location,Job Description,Scraped Date,Min Salary,Max Salary,Min Experience,Max Experience,Posted Days Ago
210325012988,interior designer,livspace,12 days ago,"Sketchup, AutoCAD, Modular Furniture, Modular Kitchen, Home Decor, Interiors, Modular, VRAY",0 4 yrs,not disclosed,"guwahati, kolkata",you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diplomaminimum experience 5 years as an interior designerled and delivered minimum 2 to 4 residential modular kws projectsto own customer experience during a project,2025 04 03,Not Specified,Not Specified,0.0,4.0,12
210325009998,interior designer,livspace,12 days ago,"Sketchup, AutoCAD, Modular Furniture, Modular Kitchen, Home Decor, Interiors, Modular, VRAY",0 4 yrs,not disclosed,"bhubaneswar, patna, raipur",you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diplomaminimum experience 5 years as an interior designerled and delivered minimum 2 to 4 residential modular kws projectsto own customer experience during a project,2025 04 03,Not Specified,Not Specified,0.0,4.0,12
210325005820,interior designer,livspace,13 days ago,"AutoCAD, Sketchup, Residential, Modular Kitchen, Interior Decoration, Presentation Drawings, Architectural Design, Interior Designing",0 4 yrs,2 3 5 lacs pa,nashik,the candidate should maintain familiarity with the interior design landscape and trends in order to provide the best ideas for clients,2025 04 03,300000.0,500000.0,0.0,4.0,13
210325005741,interior designer,livspace,13 days ago,"AutoCAD, Sketchup, Residential, Modular Kitchen, Presentation Drawings, Modular, Interior Designing, Drawing",0 4 yrs,2 3 5 lacs pa,nagpur,the candidate should maintain familiarity with the interior design landscape and trends in order to provide the best ideas for clients,2025 04 03,300000.0,500000.0,0.0,4.0,13
260325017378,interior designer and architect,vaze placement services,7 days ago,"Sketchup, AutoCAD, Interior Designing, Architectural Design, 3Ds Max, Architecture, Interiors, 3D",0 2 yrs,1 25 2 5 lacs pa,pune,exp in interior designer autocad and sketchup software must archtect exp is also 3d max,2025 04 03,200000.0,500000.0,0.0,2.0,7
020425011505,interior designer,h k jewels,1 day ago,"AutoCAD, Interior Designing, Sketchup, Interior Architecture, Architecture, Design, Interiors",2 7 yrs,not disclosed,mumbai all areas,"create drawings in cad as per project stages c make models,renders in photoshop,google sketchup d make boqs,tenders in ms office e make moms of meetings held with clients contractors f modify,update,improve or tweak the presentations,workings,boqs,tenders regularly material selection shopping as may be required acandidate should be ready to travel",2025 04 03,Not Specified,Not Specified,2.0,7.0,1
310325009074,interior designer,revoluno creation,2 days ago,"Sketchup, Modular Furniture, Modular Kitchen, Interior Designing, Rendering, AutoCAD 2D, VRAY, Design",2 6 yrs,2 4 lacs pa,pune kothrud,"role responsibilities assist in creating design concepts and mood boards based on client requirements develop detailed floor plans, elevations, and 3d visualizations using design software autocad, sketchup, revit, etc collaborate with senior designers and project managers to refine designs and integrate feedback source and select materials, furniture, and finishes that align with design concepts, budget, and timeline prepare presentations for clients, including design proposals and material samples create and maintain project documentation, including budgets, timelines, and project reports coordinate with contractors, vendors, and suppliers to ensure smooth project execution ensure designs meet all safety, regulatory, and sustainability requirements manage multiple projects simultaneously, ensuring deadlines and client expectations are met stay updated with design trends, new materials, and technological innovations in interior design",2025 04 03,200000.0,400000.0,2.0,6.0,2
300325002748,interior designer,naiknavare developers,3 days ago,"Interior Designing, Design, Interiors",2 4 yrs,3 4 lacs pa,pune shivajinagar,preferred candidate profile should have minimum 2 years experience as an interior designergenerate good quality of interior drawings,2025 04 03,300000.0,400000.0,2.0,4.0,3
200325016718,interior designer,livspace,13 days ago,"Interiors, Modular, Interior designing, Design",1 6 yrs,2 25 6 lacs pa,pune,you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diploma 15 years of academic educationminimum experience of 3 years as an interior designerled and delivered minimum 5 to 6 turnkey full home residential projectsto own customer experience during a project,2025 04 03,2500000.0,600000.0,1.0,6.0,13
310823005121,architect and interior designer,sahyog job and multiwork solutions,4 days ago,"Architecture, Interior Designing, Interior Architecture, AutoCAD, Modular Kitchen, Architectural Design, Interiors, 3DSmax",0 4 yrs,2 25 7 25 lacs pa,"new delhi, delhi ncr","experience of having worked with organized player studio freelancer of at least 1 year in residential space work closely with the client and interior design team to finalize the home design,3d designs,and gfc drawings bachelor s in interior designing architecture experience of business development is a plus",2025 04 03,700000.0,2500000.0,0.0,4.0,4
250325505461,interior designer,deshpande associates,8 days ago,"Interior Designer, Interior designing, Design, Interiors",0 1 yrs,not disclosed,thane,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,0.0,1.0,8
280325016540,interior designer architect,doshi design studio,5 days ago,"Sketchup, ENSCAPE, AutoCAD, Lumion, DRAFTING, Site Execution, Site Measurement, Detail Drawings",n a,2 25 6 lacs pa,delhi ncr defence colony,"preferred candidate profile bachelors degree in architecture interior design draughtsperson fresh graduates or 1 2 years of experience preferred proficiency in autocad,sketchup,enscape v ray lumion,and adobe suite",2025 04 03,2500000.0,600000.0,Not Specified,Not Specified,5
310325001004,architect and interior designer,white studio architects,3 days ago,"Detailing, Excellent Verbal And Written Communication Skills, Interior Architecture, AutoCAD, Architectural Design, Detail Drawings, Boq Preparation, Excellent Communication In English",5 8 yrs,"50,000 60,000 pa",delhi ncr,"create accurate estimates of materials required for construction based on project scope desired candidate profile 5 8 years of experience in architectural design,detailing,or related field barch degree from a recognized institution or equivalent",2025 04 03,Not Specified,Not Specified,5.0,8.0,3
290325008131,architect cum interior designer,nouveau,4 days ago,"Architecture, Sketchup, Interior Architecture, Bim Modeler, AutoCAD 3D, Architectural Design, AutoCAD 2D, 3Ds Max",2 7 yrs,not disclosed,patna muzaffarpur,"qualifications bachelors master s degree in architecture or interior designexperience minimum 2 years employment type full time job responsibilities required skills proficiency in autocad,sketchup,3ds max,revit,or other relevant design softwareminimum 2 years of professional experience in a similar roletotal relevant work experience",2025 04 03,Not Specified,Not Specified,2.0,7.0,4
270325013104,interior designer architects,transform design,6 days ago,"Interior Architecture, Working Drawings, Interior Decoration, Concept Design, Interior Designing, Sketchup, Drawing, Autocad Drafting",6 8 yrs,"70,000 1 25 lacs pa",delhi ncr siri fort,"responsibilities create concept designs, detail drawings presentation materials using autocad, sketchup 3ds max prepare working drawings technical specifications for construction projects",2025 04 03,100000.0,2500000.0,6.0,8.0,6
020425015174,interior designer,workart hr solutions,1 day ago,"Interior Designing, Interior Decoration, Color theory, 3D Designing, Cost Estimation, Space Planning, Estimation, Cost",0 2 yrs,2 2 5 lacs pa,remote,"client meeting, catering customer needs project execution designing no office work employee will work from home basis and do site visits as and when required 3d,2d designing cost estimation",2025 04 03,200000.0,500000.0,0.0,2.0,1
261224007369,interior designer,sea hawk synergy,27 days ago,"AutoCAD, Interior Designing, Sketchup, Architecture, 3Ds Max, Interiors, Design, 3D Studio Max",0 1 yrs,2 5 3 5 lacs pa,pune,we are looking for a passionate and creative interior designer fresher to join our teampreferred candidate profile,2025 04 03,300000.0,500000.0,0.0,1.0,27
041224501938,architect interior designer,aims buildmart,30 days ago,"3D, Architect, Architecture, Contracting, Interior designing, Catering, Monitoring, Spectrum",0 2 yrs,not disclosed,"noida, kolkata, hyderabad, new delhi, pune, lucknow, gurugram, jaipur, bengaluru",qualifications b arch or diploma in interior designing experience 0 2 years in interior design industry,2025 04 03,Not Specified,Not Specified,0.0,2.0,30
040724500965,interior designer,login wood,30 days ago,"Procurement, Payment processing, AutoCAD, Material selection, Production department, Management, 3DSmax, Interior designing",0 3 yrs,not disclosed,pune,"experience in auto cad google sketch 3d max e tc 9 understanding of the designer s role in the coordination and integration of project information and management qualification diploma,graduate",2025 04 03,Not Specified,Not Specified,0.0,3.0,30
290325005419,architect interior designer,h r the artistic studio,4 days ago,"SKETCH UP, AutoCAD, 3D Rendering, Interior Designing, Sketching, Interiors, Architecture, Rendering",1 2 yrs,not disclosed,ahmedabad,role responsibilities preferred candidate profile perks and benefits,2025 04 03,Not Specified,Not Specified,1.0,2.0,4
100924009011,interior designer,lobotus technology,1 day ago,"Sketchup, Rendering, AutoCAD 2D, Interior Designer, designing, Lumion, Residential, Corona",2 4 yrs,2 6 lacs pa,bengaluru,"qualifications bachelors degree in interior design,architecture,or a related fieldimmediate requirement for interior designer experience 2 yearsproven experience in residential interior design with a strong portfolio",2025 04 03,200000.0,600000.0,2.0,4.0,1
290124004645,interior designer architect freelancer,clips india,1 day ago,"Interior Designing, Sketchup, Architecture, AutoCAD, Interiors, 3D Designing, 3D Modeling, Design",0 5 yrs,not disclosed,"hybrid noida sector 107 noida , faridabad",can do regular site visits to check on project female candidate will be preferred,2025 04 03,Not Specified,Not Specified,0.0,5.0,1
060524005211,architect and interior designer,grey to green architecture,12 days ago,"Sketchup, AutoCAD 3D, VRAY, REVIT Architecture, AutoCAD 2D, Photoshop, 3Ds Max, 3D Studio Max",2 7 yrs,1 75 3 lacs pa,ahmedabad gota 2,"recognizing the impact of rapid infrastructure development on the environment,grey to green architecture embraces sustainability as a fundamental requirement rather than an optiontechnical drawings produce detailed drawings required for executionpreferred technical skills sketchup 3 7 years of experience in the relevant field key skills",2025 04 03,7500000.0,300000.0,2.0,7.0,12
170325002964,interior designer,shri k d and sons,8 days ago,"Modular Kitchen, 3Ds Max, Interior Designing, English, AutoCAD, Architectural Design, Hindi, Furniture",0 3 yrs,1 2 2 4 lacs pa,agra,responsibilities collaborate with architects on architectural designs present design concepts through visualizations ensure project deadlines met develop interior spaces using modular kitchens furniture,2025 04 03,200000.0,400000.0,0.0,3.0,8
310325001977,interior designer,birla estates,3 days ago,"Design Development, Design Management, Interior Design, Interiors, Development, Interior designing, Management, Design",8 12 yrs,not disclosed,"mumbai, mumbai suburban, mumbai all areas","location prabhadevi regional office education bachelors degree in interior design related field experience 8 12 years,with real estate developers industry real estate",2025 04 03,Not Specified,Not Specified,8.0,12.0,3
290325008575,interior designer,satguru builders,4 days ago,"Interior Designing, Sketchup, Lumion, AutoCAD, REVIT, Design, Interiors",3 5 yrs,not disclosed,mumbai suburban,problem solving address design challenges and find innovative solutions creativity generate innovative and visually appealing designs software skills requireddiploma bachelors degree in interior design experience 5 years,2025 04 03,Not Specified,Not Specified,3.0,5.0,4
280325007446,interior designer,smartworks coworking spaces limited,5 days ago,"AutoCAD, Commercial Projects, Interior Designing, Interiors, Project, Design, Commercial",2 5 yrs,2 7 lacs pa,"hyderabad, chennai, mumbai all areas","minimum experience required of 2 to 5 years working on commercial spaces interiors design projectsbarch ,march,masters degree in interior designcandidates with prior experience of working with commercial projects office buildings shall be preferred key roles responsibilities candidate should be well versed in space planning of office projects in autocad",2025 04 03,200000.0,700000.0,2.0,5.0,5
200325023529,livspace interior designer,livspace,13 days ago,"Interior Designing, Convincing Ability, Sales, Residential, Modular Kitchen, Consulting, Presentation Drawings, Convincing Power",1 6 yrs,2 5 5 lacs pa,"thane, navi mumbai, mumbai all areas belapur 4",you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diplomaminimum experience 5 years as an interior designerled and delivered minimum 2 to 4 residential modular kws projectsto own customer experience during a project,2025 04 03,500000.0,500000.0,1.0,6.0,13
200325018150,interior designer,livspace,13 days ago,"AutoCAD, Residential, Modular, Client Interaction, Interior Designing, Sketchup, Client, Interiors",1 2 yrs,not disclosed,"bhopal, indore, mumbai all areas","as an interior designer, you should have excellent creative thinking skills and be able to create modular designs based on conversations with a client you should be confident communicating regularly with clients in order to assess their needs and be able to adjust a given approach based on feedback you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diploma minimum experience 6 months as an interior designer led and delivered minimum 2 to 4 residential modular kws projects holds excellent knowledge of design tools, ppt presentation, autocad holds design expertise in conceptual design layout, style, moodboard technical design material knowledge, execution and drawing preparation modular design material knowledge, aesthetics functionality, module planning civil works services specifications installation details holds project expertise in creating boq for customers, coordinating with internal external agencies holds sales expertise in sales closure by way of logical trusted sales pitch, driving and leading the design meetings with the customers holds behavioural attributes of result oriented, team work, integrity ethics, crisp meaningful communication holds a high degree of willingness to learn, ability to drive performance among independent team members",2025 04 03,Not Specified,Not Specified,1.0,2.0,13
200325016430,interior designer,livspace,13 days ago,"Interior Designing, Boq Preparation, Residential, AutoCAD, Modular Kitchen, Residential Projects, Interiors, Modular",1 2 yrs,not disclosed,mumbai all areas,minimum experience 1 yr as an interior designer led and delivered minimum 5 6 residential projects to own customer experience during a project holds a high degree of willingness to learn ability to drive performance among independent team members,2025 04 03,Not Specified,Not Specified,1.0,2.0,13
200325016266,interior designer,livspace,13 days ago,"Modular, Interior Designing, Interiors, Design",1 5 yrs,2 25 6 5 lacs pa,mumbai all areas,you should maintain familiarity with the interior design landscape and trends in order to provide the best idea for the client graduation relevant diploma 15 years of academic educationminimum experience of 3 years as an interior designerled and delivered minimum 5 to 6 turnkey full home residential projectsto own customer experience during a project,2025 04 03,600000.0,500000.0,1.0,5.0,13
190325019999,interior designer,raaga interiors,14 days ago,"Sketchup, Interior Sales, VRAY, Client Handling, Presentation Drawings, Client Interaction, Interior Designing, Material Selection",1 3 yrs,2 4 lacs pa,pune hinjewadi phase 2,proven experience as an interior designer with a strong portfoliocompetitive salary based on experience,2025 04 03,200000.0,400000.0,1.0,3.0,14
120724012763,interior designer,focus management consultants,6 days ago,"AutoCAD, Interiors, Interior Decorator, Interior Designer, Interior Designing, Sketchup, Interior Architecture, Modular Kitchen",2 5 yrs,1 3 lacs pa,"mumbai oshiwara 2 , mumbai suburban, mumbai all areas","experience 2plus experiencerole junior interior designerjob summary the ideal candidate will have proficiency in autocad, sketchup, photoshop, and excellent presentation skills using powerpoint responsibilities assist in designing and developing interior spaces, including concept development, space planning, and material selection create 2d and 3d designs using autocad and sketchup develop and maintain project documentation, including drawings, specifications, and schedules collaborate with the design team to ensure project goals and objectives are met present design concepts and ideas to clients and internal stakeholders using effective presentation skills stay up to date with industry trends, best practices, and new technologiesrequirements 2plus years of experience in interior design or a related field interior design course from preferably rachna sansad and ls raheja bachelor s degree in interior design or a related field proficiency in autocad, sketchup, photoshop, and powerpoint excellent communication, presentation, and interpersonal skills strong problem solving and creative thinking skills ability to work in a fast paced environment and meet deadlines strong attention to detail and organizational skills ability to work collaboratively in a team environment",2025 04 03,100000.0,300000.0,2.0,5.0,6
191024006448,architect interior designer noida,samriddhi impex,7 days ago,"Architect, Architecture, Architectural Design, Interior Designing, Solution Architecting, Project Architecture, Architecting, project architect",5 8 yrs,not disclosed,noida,"kindly share your cv at hr1 triumfo de roles and responsibilitiescreate detailed architectural drawings and plansutilize software such as autocad, revit, or sketchup to produce precise designs collaborate with architects to develop accurate representations of concepts collaborate with project teamsengage with architects, engineers, and other professionals to ensure cohesive design integration attend project meetings to discuss timelines and deliverables revise and update drawings as necessaryincorporate changes based on client feedback or regulatory requirements ensure that all revisions maintain adherence to design standards and specifications prepare construction documentationcompile all necessary codes, details, and specifications for construction assist in preparing bid documents and proposals for client presentation conduct site visits and inspectionsassess existing conditions and gather data for new projects ensure that ongoing work adheres to architectural drawings and specifications maintain organized project files and documentationensure all drawings, revisions, and project correspondence are systematically stored facilitate easy access for team members and stakeholders as needed",2025 04 03,Not Specified,Not Specified,5.0,8.0,7
101024018634,architect interior designer,corporate interiors,11 days ago,"AutoCAD, Architectural Design, VRAY, 3Ds Max, Interior Designing, Sketchup, Boq Preparation, Presentation Drawings",3 4 yrs,3 4 75 lacs pa,"new delhi, gurugram sector 57 gurgaon","required interior designer with good experiencethe candidate should have excellent proficiency in autocad,2d, 3d sketchup,good communication skill and capable of handling the projects independently at least 3 4 years of experience experience and interest in commercial,educational institutional,industrial,lab design and build and warehouse projects",2025 04 03,400000.0,7500000.0,3.0,4.0,11
260325506251,interior designer,vma architects,7 days ago,"furnishing, architectural design, interior designing, 3ds max, vray, photoshop, furniture design, sketchup",3 5 yrs,not disclosed,gurugram,"collaborates with architects,engineers,painters,and builders to further understand how interior space should function,appear,and be furnished",2025 04 03,Not Specified,Not Specified,3.0,5.0,7
240325005712,interior designer,wood pecker,9 days ago,"Interior Designing, Sketchup, AutoCAD, Modular Kitchen, Home Decor, Interior Decoration, Interiors, Architectural Design",1 6 yrs,2 5 4 5 lacs pa,"kochi, ernakulam, aluva","roles and responsibilitiesdesign and develop interior designs for residential projects using autocad, sketchup, and other relevant software collaborate with clients to understand their design preferences and requirements create detailed drawings, renderings, and presentations to communicate design concepts effectively manage project timelines, budgets, and resources to ensure successful project delivery conduct site visits to monitor progress and provide feedback on construction quality",2025 04 03,400000.0,500000.0,1.0,6.0,9
260325504814,architect and interior designer,hub and oak,7 days ago,"Procurement, AutoCAD, adobe creative suite, Concept development, Project coordination, Project management, Material selection, REVIT",3 8 yrs,not disclosed,new delhi,"education bachelor s degree in architecture experience 3 years of experience in interior design,preferably in commercial spaces,office fit outs,or project management software proficiency autocad,sketchup,3d max,revit,adobe creative suite,and microsoft office",2025 04 03,Not Specified,Not Specified,3.0,8.0,7
020425020278,architect interior designer lucknow,skilled india placement services,1 day ago,"Architect Interior Designer, architect, AutoCAD 3D, REVIT, AutoCAD 2D, 3Ds Max, structural autocad, Structural Draughtsman",2 6 yrs,2 4 lacs pa,lucknow,"bachelors degree in architecture,engineering",2025 04 03,200000.0,400000.0,2.0,6.0,1
090115000730,interior designer east delhi,aratis consultants,1 day ago,"Architect, Architecture, Interior, Interior Designer, Interior Designing, Design, Interiors",0 5 yrs,1 75 5 lacs pa,new delhi,should have very good working exp preferably in hospitality projects exp from interior designing projects must,2025 04 03,7500000.0,500000.0,0.0,5.0,1
020425916237,interior designer,inspire services,1 day ago,"Sketchup, Interior Decorator, Interiors, interior designer, Interior Designing, Interior Architecture, Interior Decoration, 3Ds Max",3 5 yrs,not disclosed,mumbai,"hiring for position of an interior designer the key responsibilities include visualizing and sketching design plans as per client goals, sourcing products and materials, determining costs and inspecting construction to ensure alignment with design",2025 04 03,Not Specified,Not Specified,3.0,5.0,1
290325004914,interior designer,aays solutions,4 days ago,"Sketchup, AutoCAD, Rendering, VRAY, Interior Designing, REVIT, 3Ds Max, Design",3 5 yrs,4 6 lacs pa,bengaluru,"qualifications skills bachelors degree in interior design or architecture from a recognized institutionprepare detailed drawings,3d renderings,and technical documentation using design software such as autocad,sketchup,revit,and 3ds maximuma portfolio showcasing previous commercial interior design projects is a must",2025 04 03,400000.0,600000.0,3.0,5.0,4
280325913267,interior designer,alankaram,5 days ago,"Interior Design, SketchUp, AutoCAD, Photoshop, Fabric Selection, Design Consultation, Fabric, Design",3 5 yrs,not disclosed,pithampur,"qualifications bachelors degree in interior design,architecture,or related fieldskill sets required strong creative and artistic skillsminimum of 3 5 years of experience in interior design rolesexperience in the furniture manufacturing industry is a plus",2025 04 03,Not Specified,Not Specified,3.0,5.0,5
280325022179,interior designer,federal soft systems,5 days ago,"interior designer, 3D Visualization, Mood Board, REVIT, sketchup, autocad, Interiors, Interior designing",4 9 yrs,not disclosed,hyderabad,"stay updated with the latest interior design trends and technologies role interior designer industry type electrical equipment department ux,design architecture employment type full time,permanent role category architecture interior design",2025 04 03,Not Specified,Not Specified,4.0,9.0,5
270325504264,interior designer,cyber futuristics,6 days ago,"3D, Usage, AutoCAD, Design management, Conceptualization, Tool design, Management, Research",2 7 yrs,not disclosed,noida,"skill requirement minimum 2 year experience required in independently managing high value projects in commercial interiors like office space proficiency in design tools like autocad,sketchup,or similar software",2025 04 03,Not Specified,Not Specified,2.0,7.0,6
270325031908,interior designer,isotect sturdy construction,6 days ago,"Sketchup, Communication Skills, Presentation Skills, Interior Designing, Interior Architecture, Time Management, Modular Furniture, Modular Kitchen",1 5 yrs,3 5 5 lacs pa,"davangere, shimoga, bengaluru","the ideal candidate should have a keen eye for design,excellent project management skills,and the ability to create functional and visually appealing interior spacesthe candidate should be capable of handling multiple projects,coordinating with clients,and ensuring timely execution of design plans 2 5 years of experience in residential and commercial interior design projects",2025 04 03,500000.0,500000.0,1.0,5.0,6
130624007527,interior designer,scenicbeauty homes,2 days ago,"Sketchup, AutoCAD, VRAY, 3Ds Max, Interior Designing, Design, 3D Studio Max, 3D",n a,3 6 lacs pa,bengaluru kasturba road,minimum 2 years experience interior designing background of be civil diploma in interior b arch should have experience in building customized solutions for residential clientspreferred candidate profile,2025 04 03,300000.0,600000.0,Not Specified,Not Specified,2
